Team,G,Date,Opp,W/L,Pts Scored,Pts Allowed,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,eFG%-opp,TOV%-opp,DRB%,FT/FGA-opp
PHO,34,2018-12-23,BRK,L,103,111,104.70,112.90,98.30,0.18,0.19,0.54,45.60,55.80,10.20,8.60,0.50,11.10,22.20,0.16,0.53,14.60,68.90,0.25
PHO,35,2018-12-26,ORL,W,122,120,114.60,112.80,96.40,0.18,0.25,0.59,51.70,45.80,8.50,15.00,0.57,14.90,26.20,0.14,0.53,12.40,75.60,0.19
PHO,36,2018-12-28,OKC,L,102,118,98.30,113.70,103.70,0.18,0.32,0.53,41.00,56.40,11.60,9.30,0.48,14.90,15.60,0.17,0.57,13.70,71.10,0.10
PHO,37,2018-12-29,DEN,L,118,122,121.80,125.90,96.90,0.15,0.32,0.61,48.10,59.20,15.50,12.20,0.60,11.80,28.60,0.10,0.67,19.40,71.40,0.26
PHO,38,2018-12-31,GSW,L,109,132,105.80,128.10,103.10,0.35,0.31,0.56,46.30,54.10,6.80,5.40,0.49,11.70,15.90,0.31,0.63,13.30,81.60,0.31
PHO,39,2019-01-02,PHI,L,127,132,119.20,123.90,106.60,0.38,0.36,0.57,45.70,51.20,9.40,6.00,0.51,11.90,26.50,0.32,0.61,14.80,75.00,0.55
PHO,40,2019-01-04,LAC,L,111,121,115.00,125.40,96.50,0.35,0.25,0.62,36.80,58.50,13.50,15.00,0.59,16.10,20.60,0.26,0.57,16.90,52.90,0.30
PHO,41,2019-01-06,CHO,L,113,119,109.90,115.80,102.80,0.23,0.30,0.62,43.90,53.50,7.80,6.10,0.58,13.30,8.60,0.20,0.52,12.40,70.20,0.26
PHO,42,2019-01-08,SAC,W,115,111,110.90,107.10,103.70,0.22,0.28,0.60,46.30,68.90,17.40,13.70,0.57,16.50,22.50,0.17,0.57,21.20,70.00,0.25
ATL,1,2018-10-17,NYK,L,107,126,94.30,111.00,113.50,0.20,0.40,0.55,49.50,46.30,6.20,4.50,0.51,19.70,16.30,0.17,0.52,11.80,79.20,0.24
ATL,2,2018-10-19,MEM,L,117,131,110.40,123.60,106.00,0.43,0.36,0.59,49.40,65.90,8.50,9.10,0.58,16.10,24.40,0.25,0.62,13.80,80.60,0.37
ATL,3,2018-10-21,CLE,W,133,111,125.50,104.70,106.00,0.19,0.48,0.62,47.30,66.70,8.50,9.70,0.60,10.10,20.90,0.15,0.52,14.60,70.00,0.09
ATL,4,2018-10-24,DAL,W,111,104,102.70,96.20,108.10,0.34,0.42,0.53,50.90,75.70,5.50,11.80,0.49,12.50,18.90,0.24,0.48,14.20,83.00,0.18
ATL,5,2018-10-27,CHI,L,85,97,83.60,95.30,101.70,0.27,0.48,0.45,48.00,74.10,8.80,16.00,0.39,18.90,20.00,0.23,0.51,18.20,82.20,0.16
ATL,6,2018-10-29,PHI,L,92,113,87.20,107.10,105.50,0.22,0.39,0.45,42.30,57.10,9.50,5.80,0.41,11.20,17.20,0.15,0.48,15.10,69.80,0.17
ATL,7,2018-10-30,CLE,L,114,136,107.80,128.60,105.70,0.21,0.43,0.64,44.80,56.80,5.70,12.30,0.63,19.70,14.60,0.13,0.57,10.70,71.70,0.37
ATL,8,2018-11-01,SAC,L,115,146,101.90,129.40,112.90,0.39,0.36,0.56,48.30,61.90,5.30,9.50,0.53,17.70,21.70,0.26,0.61,11.10,76.70,0.27
ATL,9,2018-11-03,MIA,W,123,118,122.40,117.40,100.50,0.26,0.36,0.63,47.40,71.70,10.90,15.60,0.60,14.00,22.20,0.20,0.58,15.00,69.00,0.23
ATL,10,2018-11-06,CHO,L,102,113,94.50,104.60,108.00,0.21,0.35,0.55,46.30,53.70,12.00,14.80,0.52,19.10,16.70,0.17,0.56,17.40,78.90,0.11
ATL,11,2018-11-07,NYK,L,107,112,105.40,110.30,101.50,0.32,0.41,0.51,48.40,70.30,4.90,19.10,0.46,14.00,28.80,0.24,0.51,14.10,73.20,0.43
ATL,12,2018-11-09,DET,L,109,124,105.90,120.50,102.90,0.51,0.35,0.56,54.60,47.20,5.80,4.00,0.50,14.20,20.90,0.38,0.58,8.70,81.50,0.12
ATL,13,2018-11-11,LAL,L,106,107,102.00,103.00,103.90,0.14,0.39,0.53,47.80,61.00,10.60,7.40,0.50,14.40,24.40,0.12,0.50,17.70,66.70,0.16
ATL,14,2018-11-13,GSW,L,103,110,106.40,113.60,96.80,0.17,0.36,0.54,46.70,62.50,9.30,3.10,0.52,12.80,22.20,0.12,0.49,11.50,71.10,0.22
ATL,15,2018-11-15,DEN,L,93,138,87.60,130.00,106.20,0.29,0.46,0.45,43.40,62.50,6.60,7.90,0.40,15.50,25.00,0.22,0.63,12.50,71.80,0.20
ATL,16,2018-11-17,IND,L,89,97,82.80,90.30,107.40,0.31,0.33,0.45,43.60,64.50,14.00,10.50,0.40,15.40,10.40,0.22,0.47,18.60,78.30,0.17
ATL,17,2018-11-19,LAC,L,119,127,111.10,118.50,107.10,0.19,0.38,0.54,49.50,64.40,5.60,10.00,0.51,11.30,30.20,0.17,0.48,11.70,70.00,0.40
ATL,18,2018-11-21,TOR,L,108,124,108.30,124.30,99.70,0.19,0.39,0.54,38.20,57.10,10.00,11.50,0.51,8.20,18.00,0.15,0.59,14.50,64.10,0.19
ATL,19,2018-11-23,BOS,L,96,114,90.00,106.90,106.60,0.36,0.43,0.51,48.20,62.90,8.40,13.70,0.47,17.60,12.20,0.25,0.53,13.80,83.30,0.19
ATL,20,2018-11-25,CHO,W,124,123,122.00,121.00,101.60,0.12,0.41,0.63,49.40,68.00,4.90,19.10,0.62,13.20,22.00,0.09,0.54,8.70,76.20,0.25
ATL,21,2018-11-27,MIA,W,115,113,107.80,105.90,106.70,0.40,0.39,0.61,51.70,57.90,12.20,14.30,0.55,20.30,23.80,0.34,0.53,16.60,76.60,0.23
ATL,22,2018-11-28,CHO,L,94,108,90.40,103.80,104.00,0.24,0.47,0.46,55.10,62.50,10.60,12.70,0.40,15.60,29.10,0.20,0.48,12.40,88.40,0.34
ATL,23,2018-11-30,OKC,L,109,124,101.40,115.30,107.50,0.21,0.38,0.52,47.70,60.50,14.00,6.40,0.51,16.70,26.40,0.12,0.62,17.50,80.00,0.16
ATL,24,2018-12-03,GSW,L,111,128,105.20,121.30,105.50,0.27,0.29,0.55,47.30,52.30,9.50,6.90,0.52,15.20,21.40,0.20,0.67,17.90,81.30,0.23
ATL,25,2018-12-05,WAS,L,117,131,105.80,118.50,110.60,0.34,0.41,0.55,46.70,68.30,11.80,7.00,0.51,13.90,17.80,0.25,0.55,12.10,74.50,0.28
ATL,26,2018-12-08,DEN,W,106,98,99.50,92.00,106.60,0.17,0.45,0.53,51.50,82.50,8.40,18.00,0.51,15.20,19.60,0.12,0.42,12.40,79.20,0.17
ATL,27,2018-12-12,DAL,L,107,114,105.60,112.50,101.30,0.15,0.35,0.54,55.00,48.80,6.90,4.90,0.52,17.50,33.30,0.11,0.55,13.00,87.50,0.43
ATL,28,2018-12-14,BOS,L,108,129,101.40,121.10,106.50,0.37,0.44,0.54,48.40,75.00,9.40,8.90,0.51,19.30,32.00,0.23,0.58,16.80,68.30,0.19
ATL,29,2018-12-16,BRK,L,127,144,125.40,142.20,101.20,0.29,0.34,0.66,45.80,80.90,8.90,10.40,0.64,12.70,21.60,0.22,0.65,11.30,71.40,0.34
ATL,30,2018-12-18,WAS,W,118,110,114.70,107.00,102.80,0.49,0.41,0.61,57.00,62.20,3.90,11.60,0.54,19.30,31.70,0.41,0.51,13.20,80.00,0.30
ATL,31,2018-12-21,NYK,W,114,107,113.30,106.40,100.60,0.26,0.32,0.56,60.70,67.40,4.00,1.80,0.53,13.60,32.60,0.20,0.54,11.30,90.70,0.20
ATL,32,2018-12-23,DET,W,98,95,96.30,93.40,101.80,0.28,0.25,0.48,56.80,66.70,8.80,16.70,0.43,13.60,29.40,0.22,0.47,14.40,88.60,0.20
ATL,33,2018-12-26,IND,L,121,129,118.30,126.10,102.30,0.20,0.40,0.62,51.30,73.30,7.80,10.70,0.60,16.40,27.50,0.16,0.63,14.10,75.00,0.29
ATL,34,2018-12-28,MIN,W,123,120,110.90,108.20,100.50,0.20,0.35,0.56,55.20,68.10,9.00,9.10,0.55,17.50,35.40,0.13,0.51,10.90,71.90,0.21
ATL,35,2018-12-29,CLE,W,111,108,111.30,108.30,99.80,0.26,0.38,0.51,54.60,62.80,7.00,6.50,0.49,10.70,33.30,0.15,0.50,10.90,78.30,0.27
ATL,36,2018-12-31,IND,L,108,116,111.40,119.70,96.90,0.20,0.34,0.52,57.60,58.50,8.30,8.30,0.50,14.10,40.40,0.14,0.56,10.20,80.00,0.25
ATL,37,2019-01-02,WAS,L,98,114,98.40,114.40,99.60,0.14,0.33,0.49,51.00,65.00,5.00,9.50,0.47,12.20,25.50,0.08,0.53,8.90,78.70,0.18
ATL,38,2019-01-04,MIL,L,112,144,99.60,128.10,112.40,0.41,0.48,0.56,37.60,70.30,8.90,5.00,0.52,17.30,10.60,0.28,0.62,10.40,71.10,0.20
ATL,39,2019-01-06,MIA,W,106,82,108.90,84.20,97.30,0.14,0.26,0.55,59.00,58.10,7.20,3.80,0.53,14.90,32.60,0.11,0.39,11.60,78.90,0.17
ATL,40,2019-01-08,TOR,L,101,104,97.30,100.20,103.80,0.18,0.31,0.54,56.20,55.00,11.60,4.20,0.52,21.70,28.30,0.13,0.53,16.40,86.00,0.25
IND,1,2018-10-17,MEM,W,111,83,118.70,88.80,93.50,0.16,0.31,0.63,67.10,61.70,2.10,12.70,0.63,18.40,38.20,0.08,0.36,6.80,86.30,0.27
IND,2,2018-10-19,MIL,L,101,118,96.20,112.40,105.00,0.31,0.21,0.51,45.10,36.80,6.70,6.40,0.47,14.70,18.80,0.22,0.56,14.30,74.40,0.14
IND,3,2018-10-20,BRK,W,132,112,129.50,109.90,101.90,0.24,0.26,0.65,50.00,41.20,11.80,10.20,0.64,9.00,24.40,0.15,0.57,17.30,76.90,0.16
IND,4,2018-10-22,MIN,L,91,101,91.60,101.70,99.30,0.17,0.28,0.46,48.90,50.00,6.00,11.50,0.43,13.20,23.50,0.12,0.47,13.60,80.50,0.26
IND,5,2018-10-24,SAS,W,116,96,124.90,103.30,92.90,0.09,0.37,0.64,46.50,73.90,9.70,7.40,0.63,9.90,13.90,0.08,0.44,11.90,70.00,0.23
IND,6,2018-10-27,CLE,W,119,107,129.90,116.80,91.60,0.35,0.18,0.70,38.10,58.30,14.20,4.90,0.68,14.90,14.80,0.24,0.51,13.60,55.60,0.23
IND,7,2018-10-29,POR,L,93,103,97.60,108.10,95.30,0.22,0.21,0.47,41.20,51.40,8.40,9.60,0.44,7.50,14.60,0.14,0.55,17.30,75.70,0.22
IND,8,2018-10-31,NYK,W,107,101,113.70,107.30,94.10,0.20,0.24,0.59,53.90,53.30,10.60,18.50,0.58,14.20,27.80,0.13,0.51,16.00,77.50,0.27
IND,9,2018-11-02,CHI,W,107,105,113.70,111.50,94.10,0.26,0.31,0.56,49.40,52.50,8.50,15.50,0.51,10.40,22.00,0.23,0.55,13.10,75.00,0.09
IND,10,2018-11-03,BOS,W,102,101,105.60,104.50,96.60,0.29,0.37,0.53,50.00,63.90,10.30,4.80,0.48,11.80,18.60,0.22,0.54,13.20,78.70,0.07
IND,11,2018-11-05,HOU,L,94,98,100.70,105.00,93.30,0.40,0.37,0.53,50.00,51.50,8.60,10.30,0.49,14.50,17.10,0.27,0.55,16.20,86.50,0.20
IND,12,2018-11-07,PHI,L,94,100,95.50,101.60,98.50,0.18,0.33,0.46,48.80,51.40,9.10,12.80,0.44,8.10,17.40,0.13,0.52,15.30,86.80,0.23
IND,13,2018-11-09,MIA,W,110,102,106.90,99.20,102.90,0.37,0.25,0.60,50.60,46.50,9.70,9.40,0.59,16.40,17.10,0.21,0.54,20.00,78.60,0.20
IND,14,2018-11-11,HOU,L,103,115,109.40,122.20,94.10,0.33,0.37,0.58,47.90,66.70,10.60,22.20,0.53,12.70,14.30,0.26,0.62,14.60,78.90,0.31
IND,15,2018-11-16,MIA,W,99,91,99.00,91.00,100.00,0.18,0.33,0.56,48.00,61.10,10.00,10.50,0.53,17.80,9.50,0.16,0.45,14.10,76.80,0.07
IND,16,2018-11-17,ATL,W,97,89,90.30,82.80,107.40,0.24,0.34,0.50,56.40,71.40,10.20,10.30,0.47,18.60,21.70,0.17,0.40,15.40,89.60,0.22
IND,17,2018-11-19,UTA,W,121,94,126.00,97.90,96.00,0.18,0.27,0.60,55.00,71.40,13.50,6.10,0.59,8.20,25.00,0.12,0.56,18.20,91.70,0.15
IND,18,2018-11-21,CHO,L,109,127,116.40,135.60,93.60,0.20,0.39,0.60,50.70,63.40,5.30,13.70,0.55,13.30,25.00,0.19,0.68,11.80,81.80,0.24
IND,19,2018-11-23,SAS,L,100,111,100.00,111.00,100.00,0.09,0.24,0.49,49.50,67.40,9.00,3.20,0.48,10.40,22.90,0.05,0.57,13.80,79.10,0.20
IND,20,2018-11-26,UTA,W,121,88,123.60,89.90,97.90,0.20,0.21,0.66,50.60,67.30,13.30,8.00,0.64,14.90,12.50,0.17,0.47,16.10,77.80,0.15
IND,21,2018-11-27,PHO,W,109,104,115.50,110.20,94.40,0.32,0.29,0.53,55.00,65.80,8.50,9.70,0.48,10.50,34.00,0.24,0.50,7.40,76.00,0.13
IND,22,2018-11-29,LAL,L,96,104,94.30,102.10,101.80,0.31,0.27,0.49,46.80,71.90,13.70,6.50,0.43,14.80,20.40,0.26,0.53,15.80,75.60,0.15
IND,23,2018-12-01,SAC,L,110,111,103.20,104.10,106.60,0.22,0.29,0.61,47.70,74.40,10.30,8.10,0.58,21.80,15.80,0.17,0.52,16.50,72.00,0.18
IND,24,2018-12-04,CHI,W,96,90,97.80,91.70,98.20,0.32,0.29,0.56,50.60,62.90,10.20,9.50,0.50,17.20,15.80,0.26,0.45,15.80,76.50,0.05
IND,25,2018-12-07,ORL,W,112,90,114.50,92.00,97.80,0.19,0.28,0.56,53.00,59.10,8.20,14.30,0.52,8.20,22.40,0.16,0.45,12.90,82.40,0.11
IND,26,2018-12-08,SAC,W,107,97,110.90,100.50,96.50,0.24,0.33,0.53,54.70,65.00,7.30,13.80,0.48,12.90,32.60,0.21,0.47,11.90,75.50,0.13
IND,27,2018-12-10,WAS,W,109,101,107.30,99.40,101.60,0.29,0.26,0.64,59.50,70.70,6.90,12.10,0.60,21.20,20.00,0.22,0.48,10.90,87.80,0.19
IND,28,2018-12-12,MIL,W,113,97,113.80,97.70,99.30,0.22,0.33,0.57,55.70,72.10,7.00,8.30,0.54,13.80,29.20,0.17,0.48,10.90,81.60,0.11
IND,29,2018-12-14,PHI,W,113,101,116.50,104.10,97.00,0.25,0.21,0.54,49.00,78.60,7.20,3.80,0.48,6.20,25.60,0.22,0.46,13.80,67.90,0.23
IND,30,2018-12-16,NYK,W,110,99,113.70,102.40,96.70,0.26,0.39,0.57,50.60,70.00,9.30,7.00,0.53,11.80,26.20,0.21,0.47,13.20,72.30,0.17
IND,31,2018-12-18,CLE,L,91,92,97.80,98.80,93.10,0.23,0.24,0.45,50.50,56.80,7.50,15.00,0.42,8.10,26.40,0.14,0.45,8.50,76.00,0.11
IND,32,2018-12-19,TOR,L,96,99,98.80,101.90,97.10,0.20,0.25,0.55,53.30,50.00,6.20,11.10,0.53,18.70,22.00,0.14,0.45,8.10,78.40,0.17
IND,33,2018-12-21,BRK,W,114,106,122.90,114.30,92.80,0.22,0.32,0.63,41.40,54.50,10.80,19.50,0.60,10.90,16.70,0.18,0.57,18.70,67.60,0.33
IND,34,2018-12-23,WAS,W,105,89,104.50,88.60,100.50,0.12,0.31,0.51,60.60,55.80,11.90,14.60,0.49,14.30,34.00,0.10,0.43,20.10,87.20,0.32
IND,35,2018-12-26,ATL,W,129,121,126.10,118.30,102.30,0.40,0.33,0.66,48.80,76.10,12.70,5.70,0.63,14.10,25.00,0.29,0.60,16.40,72.50,0.16
IND,36,2018-12-28,DET,W,125,88,125.20,88.10,99.90,0.23,0.22,0.65,49.40,62.30,11.00,9.10,0.64,11.90,20.00,0.16,0.42,18.60,69.20,0.12
IND,37,2018-12-31,ATL,W,116,108,119.70,111.40,96.90,0.34,0.29,0.60,42.40,69.00,13.40,9.50,0.56,10.20,20.00,0.25,0.50,14.10,59.60,0.14
IND,38,2019-01-04,CHI,W,119,116,115.50,112.60,93.30,0.18,0.30,0.59,50.00,51.00,6.80,4.80,0.57,11.50,22.00,0.13,0.58,14.90,79.50,0.11
IND,39,2019-01-06,TOR,L,105,121,105.30,121.30,99.70,0.21,0.18,0.51,51.80,55.80,8.00,7.70,0.48,12.00,26.70,0.16,0.62,14.00,80.00,0.19
IND,40,2019-01-08,CLE,W,123,115,130.30,121.80,94.40,0.21,0.29,0.62,47.80,69.40,11.70,0.00,0.59,5.70,18.20,0.17,0.62,15.70,76.50,0.26
NYK,1,2018-10-17,ATL,W,126,107,111.00,94.30,113.50,0.31,0.33,0.56,50.50,46.70,10.60,11.10,0.52,11.80,20.80,0.24,0.51,19.70,83.70,0.17
NYK,2,2018-10-19,BRK,L,105,107,112.00,114.10,93.80,0.21,0.29,0.50,39.60,35.90,10.70,2.20,0.45,2.80,21.80,0.19,0.57,20.50,66.70,0.28
NYK,3,2018-10-20,BOS,L,101,103,101.70,103.70,99.30,0.31,0.40,0.51,49.50,63.90,8.10,1.80,0.48,13.90,23.40,0.20,0.46,13.50,76.10,0.34
NYK,4,2018-10-22,MIL,L,113,124,112.00,122.90,100.90,0.15,0.29,0.54,43.90,48.90,5.90,3.60,0.51,9.40,23.40,0.13,0.56,11.60,62.70,0.18
NYK,5,2018-10-24,MIA,L,87,110,87.40,110.40,99.60,0.15,0.36,0.45,46.90,60.60,5.00,5.70,0.43,11.00,17.50,0.10,0.56,12.10,89.70,0.23
NYK,6,2018-10-26,GSW,L,100,128,100.30,128.40,99.70,0.13,0.43,0.53,50.60,43.60,6.00,1.90,0.51,16.60,25.00,0.10,0.68,13.20,82.90,0.12
NYK,7,2018-10-29,BRK,W,115,96,127.10,106.10,90.50,0.20,0.26,0.57,62.40,46.70,5.50,6.50,0.54,11.50,43.20,0.17,0.47,9.60,77.10,0.20
NYK,8,2018-10-31,IND,L,101,107,107.30,113.70,94.10,0.30,0.32,0.56,46.10,52.90,6.40,9.50,0.51,16.00,22.50,0.27,0.58,14.20,72.20,0.13
NYK,9,2018-11-02,DAL,W,118,106,122.40,110.00,96.40,0.31,0.34,0.62,50.00,56.50,13.50,7.70,0.59,11.20,25.60,0.23,0.56,16.40,73.20,0.18
NYK,10,2018-11-04,WAS,L,95,108,97.10,110.30,97.90,0.17,0.29,0.47,52.00,48.70,5.10,8.80,0.45,15.20,31.90,0.13,0.47,11.50,70.60,0.36
NYK,11,2018-11-05,CHI,L,115,116,102.80,103.70,92.50,0.27,0.24,0.48,56.40,48.80,6.30,9.20,0.42,12.50,36.20,0.24,0.49,14.90,78.80,0.23
NYK,12,2018-11-07,ATL,W,112,107,110.30,105.40,101.50,0.61,0.39,0.57,51.60,44.10,7.90,13.00,0.51,14.10,26.80,0.43,0.46,14.00,71.20,0.24
NYK,13,2018-11-10,TOR,L,112,128,112.00,128.00,100.00,0.23,0.23,0.53,50.50,40.90,12.00,13.60,0.49,11.70,32.00,0.19,0.62,13.40,72.10,0.38
NYK,14,2018-11-11,ORL,L,89,115,86.10,111.30,103.30,0.34,0.32,0.44,50.90,41.90,3.90,26.80,0.38,15.80,23.60,0.25,0.54,9.70,80.40,0.10
NYK,15,2018-11-14,OKC,L,103,128,100.60,125.00,102.40,0.26,0.29,0.53,43.40,46.20,7.80,12.90,0.48,15.50,20.90,0.20,0.62,13.80,67.50,0.10
NYK,16,2018-11-16,NOP,L,124,129,111.80,116.30,110.90,0.24,0.35,0.57,44.90,31.30,9.00,9.20,0.55,10.70,21.80,0.17,0.54,11.70,74.40,0.23
NYK,17,2018-11-18,ORL,L,117,131,118.80,133.00,98.50,0.40,0.28,0.57,54.50,30.00,7.10,3.80,0.51,12.00,37.80,0.33,0.65,13.60,78.10,0.26
NYK,18,2018-11-20,POR,L,114,118,118.70,122.90,96.00,0.27,0.35,0.61,49.40,52.40,8.30,8.30,0.58,13.90,25.60,0.20,0.56,9.70,69.60,0.13
NYK,19,2018-11-21,BOS,W,117,109,115.00,107.10,101.80,0.19,0.34,0.61,49.50,56.80,2.90,17.20,0.58,15.00,20.50,0.16,0.44,6.70,72.70,0.24
NYK,20,2018-11-23,NOP,W,114,109,114.80,109.80,99.30,0.30,0.36,0.55,45.50,53.70,9.10,13.70,0.52,7.20,25.50,0.22,0.43,11.00,63.00,0.22
NYK,21,2018-11-25,MEM,W,103,98,109.80,104.50,93.80,0.35,0.24,0.49,57.70,50.00,4.30,8.90,0.42,6.20,28.60,0.30,0.51,6.90,87.50,0.13
NYK,22,2018-11-27,DET,L,108,115,104.60,111.40,103.20,0.35,0.30,0.51,51.00,44.40,4.80,8.90,0.45,11.00,24.10,0.30,0.52,11.50,84.10,0.40
NYK,23,2018-11-28,PHI,L,91,117,90.60,116.50,100.40,0.24,0.32,0.45,45.10,43.80,11.00,8.10,0.38,11.30,20.80,0.23,0.61,14.50,78.90,0.13
NYK,24,2018-12-01,MIL,W,136,134,120.80,119.00,102.00,0.22,0.35,0.65,44.60,58.80,4.40,3.80,0.64,13.20,12.80,0.15,0.58,12.90,77.80,0.26
NYK,25,2018-12-03,WAS,L,107,110,111.10,114.20,96.30,0.31,0.38,0.52,59.10,54.10,4.20,8.30,0.48,13.50,38.80,0.23,0.55,9.30,81.80,0.10
NYK,26,2018-12-06,BOS,L,100,128,99.80,127.70,100.20,0.22,0.39,0.50,50.50,58.30,4.00,9.30,0.46,13.80,26.40,0.18,0.60,8.20,82.50,0.18
NYK,27,2018-12-08,BRK,L,104,112,107.50,115.80,96.70,0.36,0.31,0.54,47.10,56.40,8.30,3.00,0.52,11.10,21.40,0.22,0.55,10.80,72.10,0.17
NYK,28,2018-12-09,CHO,L,107,119,104.10,115.70,102.80,0.07,0.28,0.56,49.40,63.60,4.90,3.80,0.54,15.00,18.20,0.07,0.55,10.80,84.60,0.26
NYK,29,2018-12-12,CLE,L,106,113,106.50,113.60,99.50,0.15,0.29,0.53,45.70,51.20,7.00,12.30,0.49,10.70,18.80,0.14,0.53,10.70,73.90,0.19
NYK,30,2018-12-14,CHO,W,126,124,113.80,112.00,100.30,0.32,0.35,0.56,47.40,57.40,9.90,14.80,0.54,8.20,17.60,0.20,0.57,13.10,80.40,0.08
NYK,31,2018-12-16,IND,L,99,110,102.40,113.70,96.70,0.25,0.36,0.50,49.40,56.80,7.20,1.90,0.47,13.20,27.70,0.17,0.53,11.80,73.80,0.21
NYK,32,2018-12-17,PHO,L,110,128,105.60,122.80,104.20,0.29,0.35,0.49,53.20,37.50,4.80,0.00,0.45,9.00,28.60,0.21,0.57,6.30,89.50,0.25
NYK,33,2018-12-19,PHI,L,109,131,109.60,131.70,99.50,0.36,0.36,0.55,40.70,59.50,2.00,3.40,0.49,7.40,8.70,0.29,0.62,8.30,77.50,0.25
NYK,34,2018-12-21,ATL,L,107,114,106.40,113.30,100.60,0.29,0.32,0.57,39.30,48.80,8.00,4.80,0.54,11.30,9.30,0.20,0.53,13.60,67.40,0.20
NYK,35,2018-12-25,MIL,L,95,109,91.80,105.40,103.40,0.22,0.30,0.45,52.80,48.60,3.90,5.30,0.40,11.60,25.00,0.17,0.48,7.10,87.50,0.26
NYK,36,2018-12-27,MIL,L,96,112,93.90,109.50,102.30,0.17,0.32,0.46,43.00,58.30,7.80,9.80,0.44,8.80,17.90,0.11,0.51,12.80,75.00,0.18
NYK,37,2018-12-29,UTA,L,97,129,96.70,128.60,100.30,0.26,0.37,0.51,36.80,53.10,10.00,1.80,0.46,13.60,15.10,0.21,0.63,14.60,64.30,0.12
NYK,38,2019-01-01,DEN,L,108,115,116.90,124.40,92.40,0.19,0.29,0.54,44.80,66.70,4.30,4.90,0.51,7.30,28.80,0.14,0.53,7.10,63.60,0.16
NYK,39,2019-01-04,LAL,W,119,112,110.60,104.10,107.60,0.41,0.37,0.51,50.50,54.10,11.20,6.60,0.43,4.90,23.20,0.34,0.49,13.00,78.20,0.15
NYK,40,2019-01-07,POR,L,101,111,104.20,114.50,96.90,0.30,0.26,0.50,48.50,50.00,9.30,3.70,0.44,9.80,26.40,0.25,0.54,12.50,73.90,0.23
NYK,41,2019-01-08,GSW,L,95,122,95.20,122.30,99.80,0.24,0.27,0.49,44.30,37.10,11.00,2.00,0.43,14.10,20.90,0.22,0.58,12.90,66.70,0.10
NOP,1,2018-10-17,HOU,W,131,112,127.20,108.80,103.00,0.22,0.26,0.61,59.30,69.20,7.80,6.80,0.58,10.00,32.60,0.17,0.51,9.70,83.30,0.20
NOP,2,2018-10-19,SAC,W,149,129,133.90,115.90,111.30,0.35,0.33,0.68,57.10,62.50,5.40,5.60,0.67,12.70,28.60,0.22,0.57,10.80,81.60,0.20
NOP,3,2018-10-23,LAC,W,116,109,111.90,105.10,103.70,0.43,0.26,0.52,50.50,55.00,11.60,11.90,0.46,6.70,24.00,0.32,0.50,13.90,80.00,0.25
NOP,4,2018-10-26,BRK,W,117,115,114.10,112.20,102.50,0.27,0.23,0.54,46.00,52.30,10.70,19.00,0.49,9.10,28.30,0.20,0.54,14.70,66.00,0.10
NOP,5,2018-10-27,UTA,L,111,132,102.20,121.50,108.60,0.30,0.36,0.52,48.20,55.00,3.70,8.90,0.47,12.90,22.90,0.23,0.58,11.10,82.90,0.34
NOP,6,2018-10-29,DEN,L,111,116,106.20,111.00,104.50,0.24,0.29,0.61,51.80,65.10,7.70,8.60,0.59,19.50,17.90,0.17,0.51,11.20,80.40,0.23
NOP,7,2018-10-31,GSW,L,121,131,115.50,125.00,104.80,0.29,0.38,0.58,47.70,54.50,7.60,3.50,0.54,12.60,26.10,0.23,0.62,14.30,71.40,0.24
NOP,8,2018-11-01,POR,L,119,132,113.90,126.30,104.50,0.39,0.31,0.54,48.90,57.50,6.70,5.80,0.47,9.80,26.90,0.33,0.61,12.20,78.90,0.30
NOP,9,2018-11-03,SAS,L,95,109,94.80,108.80,100.20,0.39,0.27,0.53,52.70,61.10,3.00,11.00,0.51,15.10,14.60,0.22,0.51,8.10,84.00,0.12
NOP,10,2018-11-05,OKC,L,116,122,110.00,115.70,105.40,0.36,0.34,0.60,52.30,65.90,7.60,7.60,0.54,17.10,25.60,0.30,0.54,10.10,79.10,0.24
NOP,11,2018-11-07,CHI,W,107,98,102.50,93.90,104.40,0.18,0.32,0.53,54.50,76.20,4.80,15.40,0.51,12.90,22.00,0.13,0.44,9.60,86.30,0.14
NOP,12,2018-11-10,PHO,W,119,99,122.20,101.70,97.40,0.34,0.29,0.60,59.30,66.70,7.20,14.00,0.55,15.40,37.20,0.28,0.47,12.90,79.20,0.22
NOP,13,2018-11-12,TOR,W,126,110,124.50,108.70,101.20,0.13,0.27,0.60,55.70,55.60,2.00,7.70,0.60,11.00,31.80,0.08,0.47,8.60,75.50,0.20
NOP,14,2018-11-14,MIN,L,100,107,96.20,102.90,104.00,0.19,0.30,0.49,49.50,62.50,6.70,10.30,0.47,15.00,21.70,0.12,0.49,13.00,76.60,0.21
NOP,15,2018-11-16,NYK,W,129,124,116.30,111.80,110.90,0.32,0.34,0.57,55.10,56.30,4.50,7.80,0.54,11.70,25.60,0.23,0.55,10.70,78.20,0.17
NOP,16,2018-11-17,DEN,W,125,115,123.60,113.70,101.10,0.39,0.29,0.61,51.70,69.00,5.90,14.30,0.54,9.70,23.30,0.36,0.56,11.40,78.30,0.08
